branch,commits_ahead,files,superseded_files,superseded_pct,age_days,last_subject
origin/agent/chatgpt-local-reconcile-tomorrow-e7ff42ca7c61,1,4,2,50.0,14,agent: chatgpt-local-reconcile-tomorrow-e7ff42ca7c61
origin/agent/chatgpt-local-reconcile-tomorrow-f4bcd1e350ab,1,4,2,50.0,13,agent: chatgpt-local-reconcile-tomorrow-f4bcd1e350ab
origin/agent/ext-basis-empirical-modify-acceptance-test,1,2,1,50.0,43,feat: replace stylised basis constants with per-index empirical calibration
origin/agent/ext-basis-empirical-replace-stylized-constants-with-per-inde,1,2,1,50.0,43,feat: replace stylised basis constants with per-index empirical calibration
origin/agent/reconcile-65f9a2-prune-cache-only-rescue-refs,1,4,2,50.0,5,fix(git): untrack the vitest cache that was minting empty rescue refs
origin/agent/recover-tomorrow-rescue-refs-recoverable-38,1,9,5,55.6,15,agent: recover-tomorrow-rescue-refs-recoverable-38
origin/agent/recon-followup-tomorrow-7b74d4dd8e74-conflicted,1,7,4,57.1,17,fix(cron): drive the AI-feedback and swap-bot schedulers from cron
origin/agent/verify-tomorrow-prod-deploy,9,11,7,63.6,55,agent: verify-tomorrow-prod-deploy
origin/agent/cade-mirror-negotiation-mirror-negotiation-core-write-test-with-mocks,4,14,9,64.3,24,agent: cade-mirror-negotiation-mirror-negotiation-core-write-test-with-mocks — mirror-nego
origin/agent/complete-stash-durability-tomorrow,2,3,2,66.7,16,agent: complete-stash-durability-tomorrow
origin/agent/dropbox-p0-t7-migrate-dev-only-nitro-plugins-to-crons,2,15,10,66.7,24,agent: dropbox-p0-t7-migrate-dev-only-nitro-plugins-to-crons — cover the remaining schedul
origin/agent/chatgpt-local-reconcile-tomorrow-b8f5cf32cb21,1,3,2,66.7,15,agent: chatgpt-local-reconcile-tomorrow-b8f5cf32cb21
origin/agent/outbound-onboarding-create-test-suite,1,3,2,66.7,43,"feat: outbound onboarding — flag material comms, URL generator, tests"
origin/agent/outbound-onboarding-flag-material-comms,1,3,2,66.7,43,"feat: outbound onboarding — flag material comms, URL generator, tests"
origin/agent/outbound-onboarding-generate-personalized-urls,1,3,2,66.7,43,"feat: outbound onboarding — flag material comms, URL generator, tests"
origin/agent/perpetual-compliance-hedge-instrument-fix-ts-errors-and-run-tests-run-tests-fix-,1,3,2,66.7,24,agent: perpetual-compliance-hedge-instrument-audit-perpetual-compliance-ts-files-compil
origin/agent/recruiter-capacity-sourcing,1,6,4,66.7,59,agent: recruiter-capacity-sourcing
origin/agent/shapley-settlement-transfers,1,6,4,66.7,59,agent: shapley-settlement-transfers
origin/agent/active-active-runner-sharding,150,246,165,67.1,25,Merge branch 'agent/breach-remediation' (auto-resolved)
origin/agent/approval-digest-batching,150,246,165,67.1,25,Merge branch 'agent/breach-remediation' (auto-resolved)
origin/agent/fix-prompt-delivery-bug,150,246,165,67.1,25,Merge branch 'agent/breach-remediation' (auto-resolved)
origin/agent/cont-fd404a,4,16,11,68.8,55,agent: cont-fd404a
origin/agent/reconcile-039ba4-land-landing-brand-revamp,1,29,20,69.0,6,agent: reconcile-039ba4-land-landing-brand-revamp
origin/agent/reconcile-039ba4-land-runtime-guards-and-auth,1,13,9,69.2,6,agent: reconcile-039ba4-land-runtime-guards-and-auth
origin/agent/cade-mirror-negotiation-integrate-mirror-into-move-handling-update-game-move-han,3,11,8,72.7,24,agent: cade-mirror-negotiation-integrate-mirror-into-move-handling-update-game-move-han — 
origin/agent/perpetual-compliance-hedge-instrument-audit-perpetual-compliance-ts-files-find-t,2,4,3,75.0,24,agent: perpetual-compliance-hedge-instrument-audit-perpetual-compliance-ts-files-find-t — 
origin/agent/qafix-tomorrow-07062319-slice-2-slice-5,2,9,7,77.8,52,agent: qafix-tomorrow-07062319-slice-2-slice-5
origin/agent/cc-legacy-margin-removal,10,45,36,80.0,55,agent: cc-legacy-margin-removal
origin/agent/cc-calibration-and-verification,2,5,4,80.0,55,agent: cc-calibration-and-verification
origin/agent/copyfix-tomorrow-07162245,1,11,9,81.8,44,agent: copyfix-tomorrow-07162245
origin/agent/shadow-b74e6ace-cowork,1,6,5,83.3,44,agent: shadow-b74e6ace-cowork
origin/agent/chatgpt-local-reconcile-tomorrow-711405e88745,2,7,6,85.7,17,agent: chatgpt-local-reconcile-tomorrow-711405e88745 — implement federatedCalibration stub
origin/agent/chatgpt-local-reconcile-tomorrow-7b74d4dd8e74,2,7,6,85.7,17,agent: chatgpt-local-reconcile-tomorrow-7b74d4dd8e74 — implement federatedCalibration stub
origin/agent/chatgpt-local-reconcile-tomorrow-80bc0760d410,2,7,6,85.7,17,agent: chatgpt-local-reconcile-tomorrow-80bc0760d410 — implement federatedCalibration stub
origin/agent/chatgpt-local-reconcile-tomorrow-3ac28eed0035,2,128,115,89.8,13,"agent: chatgpt-local-reconcile-tomorrow-3ac28eed0035 — 377/377 classified, 0 unknown; noth"
origin/agent/merge-legacy-build-perpetual-options-everlasting-recovered,2,32,29,90.6,47,agent: merge-legacy-build-perpetual-options-everlasting-recovered
origin/agent/chatgpt-local-reconcile-tomorrow-d9a6877ba577,1,126,115,91.3,13,"agent: chatgpt-local-reconcile-tomorrow-d9a6877ba577 — 376/376 rescue refs classified, 0 u"
origin/agent/chatgpt-local-reconcile-tomorrow-cadcf5dad7e9,3,12,11,91.7,17,agent: chatgpt-local-reconcile-tomorrow-cadcf5dad7e9 — implement federatedCalibration stub
origin/agent/reconcile-039ba4-land-press-feature,1,63,59,93.7,6,agent: reconcile-039ba4-land-press-feature
origin/agent/recovered/codex-release-dashboard-auth-20260723,3,21,20,95.2,37,fix(compliance): unblock access acknowledgment
origin/agent/cade-mirror-negotiation-war-room-intelligence-panel-intelligence-panel-static-di,23,100,98,98.0,24,agent: cade-mirror-negotiation-war-room-intelligence-panel-intelligence-panel-static-di — 
origin/agent/deployfix-vercel-ignore-agent-branches-locateexistingownermodule-wire-vercel-ign,23,101,100,99.0,24,agent: deployfix-vercel-ignore-agent-branches-locateexistingownermodule-wire-vercel-ign
origin/agent/backlog-batch-tomorrow-4210042-backlog-split-preparation-integrate-utility-into-,22,106,105,99.1,24,agent: backlog-batch-tomorrow-4210042-backlog-split-preparation-integrate-utility-into-
origin/agent/recovered/audit-recover-stranded-20260723,29,107,107,100.0,38,fix(compliance): unblock access acknowledgment
origin/agent/cc-mutual-default-fund,23,100,100,100.0,24,docs+rebase: cc-mutual-default-fund status report; branch refreshed onto current main (44/
origin/agent/deployfix-vercel-ignore-agent-branches-locateexistingownermodule-repair-build-co,23,99,99,100.0,24,agent: deployfix-vercel-ignore-agent-branches-locateexistingownermodule-repair-build-co
origin/agent/warranty-pricer,6,7,7,100.0,55,agent: warranty-pricer
origin/agent/drift-guard-lint,5,6,6,100.0,57,agent: drift-guard-lint
origin/agent/cc-legacy-margin-removal-strip-margin-from-services-and-verify-ac,4,6,6,100.0,29,agent: cc-legacy-margin-removal-strip-margin-from-services-and-verify-ac
origin/agent/dropbox-cross-app-hivemind-federation-one-market-s-slice-4,4,6,6,100.0,20,salvage: interrupted work for dropbox-cross-app-hivemind-federation-one-market-s-slice-4
origin/agent/recover-missing-branch-copyfix-tomorrow-07190008-slice-4,4,6,6,100.0,24,agent: recover-missing-branch-copyfix-tomorrow-07190008-slice-4
origin/agent/recover-missing-branch-remediate-buildfail-qafix-tomorrow-07062319-slice-2-slice-1-24ef910-27ce55,4,6,6,100.0,24,agent: recover-missing-branch-remediate-buildfail-qafix-tomorrow-07062319-slice-2-slice-1-
origin/agent/relfix-racefeed-07060650-fix-typescript-and-build--slice-2-fix-typescript-build,4,10,10,100.0,38,fix(theme): normalize public segment and pricing pages
origin/agent/toolchain-repair-0f6214c3-slice-2-repair-integration-identity-file,4,2,2,100.0,27,agent: toolchain-repair-0f6214c3-slice-2-repair-integration-identity-file
origin/agent/backlog-batch-tomorrow-7a8d3b5-implement-cade-ed25519-verifier,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/backlog-batch-tomorrow-7a8d3b5-implement-cade-proof-store,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/backlog-batch-tomorrow-c3c3169,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/canary-tomorrow-20260728,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/canary-tomorrow-20260729,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/canary-tomorrow-20260730,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/canary-tomorrow-20260731,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/cc-legacy-margin-removal-strip-margin-from-server-utils,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/cc-legacy-margin-removal-strip-margin-from-server-utils-remove-margin-from-mixed,3,8,8,100.0,24,agent: cc-legacy-margin-removal-strip-margin-from-server-utils-remove-margin-from-mixed — 
origin/agent/chatgpt-local-reconcile-tomorrow-62e3b89e03af,3,6,6,100.0,16,agent: chatgpt-local-reconcile-tomorrow-62e3b89e03af (executable completion criteria + bas
origin/agent/cont-batch-tomorrow-6574335,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/curation-coherence-bot-authenticate-system-verify-post-login-authentication,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/deployfix-vercel-ignore-agent-branches-reusematchingprojecthelpers-commit-comple,3,6,6,100.0,24,agent: deployfix-vercel-ignore-agent-branches-reusematchingprojecthelpers-commit-comple — 
origin/agent/dropbox-cross-app-hivemind-federation-one-market-s-slice-1,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/dropbox-cross-app-hivemind-federation-one-market-s-slice-2,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/dropbox-cross-app-hivemind-federation-one-market-s-slice-3,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/dropbox-pareto-2080-luxury-consigliere-repositioni-slice-1,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/dropbox-tomorrow-foulkon-hedge-bridge-transferspec-slice-1,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/factory-unblock-dropbox-orchestrator-intake-backlog-darwin-kernel-ro,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/recover-missing-branch-backlog-batch-tomorrow-d842c0a,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/recover-missing-branch-cc-rebate-multiplier-configure-database-verify-database-configuration,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/recover-missing-branch-dropbox-orchestrator-intake-backlog-darwin-kernel-rollout-cross-prod-tomorrow-passport-flywheel,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/recover-missing-branch-remediate-cade-tribunal-counterparty-identify-ci-pipeline-and-publish-step,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/recover-missing-branch-remediate-cade-tribunal-counterparty-implement-persona-provenance-gate-683706,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/recover-missing-branch-remediate-cont-batch-tomorrow-45859a8-3b0df8,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/recover-missing-branch-remediate-perpetual-compliance-hedge-instrument-add-proper-dependency-management,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/remediate-cade-tribunal-counterparty-derive-appeal-robust-and-return-final-pe,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/remediate-cade-tribunal-counterparty-implement-ev-minimax-postures,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/remediate-cade-tribunal-counterparty-implement-persona-function-and-provenanc,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/remediate-cadefr2-capital-optimization-test-computefreedinitialmargin,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/remediate-cont-batch-tomorrow-6574335-37475c,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/remediate-qafix-tomorrow-07062319-slice-1-slice-5-locateexistingownermodulefunct,3,17,17,100.0,24,agent: give branch recovery a real owner module + enforce the .aider policy — intentional 
origin/agent/remediate-spec-reconcile-3fb58a-81cb45,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/remediate-tomorrow-smarter-integration-design-define-information-wall-boundary,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/remediate-underwriting-score-885dd1,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/toolchain-repair-0f6214c3-slice-2-fix-tsc-compilation,3,1,1,100.0,39,train: agent/ecp-prodbuild-green
origin/agent/adversarial-second-opinion-split-the-build-task-in-slice-1,2,19,19,100.0,36,fix: remove NPM_TOKEN env expansion from .npmrc for Vercel compatibility
origin/agent/adversarial-second-opinion-split-the-build-task-in-slice-2,2,19,19,100.0,36,fix: remove NPM_TOKEN env expansion from .npmrc for Vercel compatibility
origin/agent/adversarial-second-opinion-split-the-build-task-in-slice-3,2,19,19,100.0,36,fix: remove NPM_TOKEN env expansion from .npmrc for Vercel compatibility
origin/agent/adversarial-second-opinion-split-the-build-task-in-slice-4,2,19,19,100.0,36,fix: remove NPM_TOKEN env expansion from .npmrc for Vercel compatibility
origin/agent/adversarial-second-opinion-split-the-build-task-in-slice-5,2,19,19,100.0,36,fix: remove NPM_TOKEN env expansion from .npmrc for Vercel compatibility
origin/agent/cade-mirror-negotiation-mirror-negotiation-core-implement-computeopponentmove,2,2,2,100.0,24,agent: qafix-tomorrow-test-suite-systemic — converge mirrorNegotiation.ts (and pure-config
origin/agent/cade-mirror-negotiation-surface-opponent-intelligence-in-war-roo,2,5,5,100.0,24,agent: route component tests to the Vue-aware config
origin/agent/cc-legacy-margin-removal-strip-margin-from-server-utils-remove-swap-margin-symbo,2,8,8,100.0,24,agent: cc-legacy-margin-removal-strip-margin-from-server-utils-remove-swap-margin-symbo
origin/agent/chatgpt-local-reconcile-tomorrow-0a5088dd1715,2,6,6,100.0,18,agent: chatgpt-local-reconcile-tomorrow-0a5088dd1715
origin/agent/chatgpt-local-reconcile-tomorrow-39a7703a9f9c,2,10,10,100.0,18,agent: chatgpt-local-reconcile-tomorrow-8ce35eb9ae43
origin/agent/chatgpt-local-reconcile-tomorrow-428d9cdff1e1,2,10,10,100.0,18,agent: chatgpt-local-reconcile-tomorrow-8ce35eb9ae43
origin/agent/chatgpt-local-reconcile-tomorrow-4d4dec67d81f,2,3,3,100.0,17,agent: chatgpt-local-reconcile-tomorrow-4d4dec67d81f — exclude deletion-only sweep artifac
origin/agent/chatgpt-local-reconcile-tomorrow-4dfa0e31aee5,2,10,10,100.0,18,agent: chatgpt-local-reconcile-tomorrow-8ce35eb9ae43
origin/agent/deployfix-vercel-ignore-agent-branches-implement-recover-missing-branch-patch-im,2,3,3,100.0,24,recovery(deployfix-vercel-ignore-agent-branches): RECOVERY.md + recovery-failure.log — pri
origin/agent/deployfix-vercel-ignore-agent-branches-implement-recover-missing-branch-patch-in,2,3,3,100.0,24,recovery(deployfix-vercel-ignore-agent-branches): RECOVERY.md + recovery-failure.log — pri
origin/agent/dropbox-economic-scheduler-revenue-revenue-focused-slice-1,2,3,3,100.0,24,agent: dropbox-economic-scheduler-revenue-revenue-focused-slice-1 — dedupe replayed job id
origin/agent/dropbox-economic-scheduler-revenue-revenue-focused-slice-3,2,3,3,100.0,24,agent: dropbox-economic-scheduler-revenue-revenue-focused-slice-3 — within-lane dispatch o
origin/agent/dropbox-portfolio-doctrine-shared-services-x-items-slice-5,2,3,3,100.0,23,agent: dropbox-portfolio-doctrine-shared-services-x-items-slice-5
origin/agent/lending-assessment-dimension,2,3,3,100.0,59,agent: lending-assessment-dimension
origin/agent/merge-legacy-agent-funding-equilibrium,2,19,19,100.0,36,fix: remove NPM_TOKEN env expansion from .npmrc for Vercel compatibility
origin/agent/qafix-darwn-07251340,2,19,19,100.0,36,fix: remove NPM_TOKEN env expansion from .npmrc for Vercel compatibility
origin/agent/qafix-tomorrow-test-suite-systemic,2,2,2,100.0,24,agent: qafix-tomorrow-test-suite-systemic — converge mirrorNegotiation.ts (and pure-config
origin/agent/recover-missing-branch-perpetual-compliance-hedge-instrument-fix-ts-errors-and-run-tests-fix-typescript,2,7,7,100.0,18,agent: recover-missing-branch-perpetual-compliance-hedge-instrument-fix-ts-errors-and-run-
origin/agent/recovered/fix-conviction-core-golden-syntax,2,2,2,100.0,34,ci: seed .tsc-error-baseline to the true error count
origin/agent/relfix-sustainable-barks-07251332,2,19,19,100.0,36,fix: remove NPM_TOKEN env expansion from .npmrc for Vercel compatibility
origin/agent/reliability-weighted-routing,2,5,5,100.0,45,feat(lending): add reliability-weighted counterparty routing
origin/agent/trust-ratchet,2,4,4,100.0,47,feat: trust ratchet — graduation-after-N with per-user frontier recompute
origin/agent/backlog-batch-tomorrow-7423eb0,1,3,3,100.0,45,feat(hive): command router — classifyIntent + routeCommand with 18 tests
origin/agent/backlog-batch-tomorrow-9b80f08,1,3,3,100.0,37,agent: backlog-batch-tomorrow-9b80f08
origin/agent/backlog-batch-tomorrow-d8f0b3a,1,4,4,100.0,24,agent: backlog-batch-tomorrow-d8f0b3a
origin/agent/batch-mech-merge-legacy-fix-vue-css-3,1,62,62,100.0,45,agent: batch-mech-merge-legacy-fix-vue-css-3
origin/agent/cade-finance-determine,1,2,2,100.0,43,agent: cade-finance-determine
origin/agent/cade-mirror-negotiation,1,2,2,100.0,45,agent: cade-mirror-negotiation
origin/agent/cade-model-diversity-finance,1,5,5,100.0,55,agent: cade-model-diversity-finance
origin/agent/cade-tribunal-counterparty-validate-batch-release--slice-4,1,1,1,100.0,43,agent: cade-tribunal-counterparty-validate-batch-release--slice-4
origin/agent/cadefr2-capital-optimization,1,4,4,100.0,43,agent: cadefr2-capital-optimization
origin/agent/canary-tomorrow-20260716-review-logs-and-adjust-configurations,1,1,1,100.0,44,docs: add module-level JSDoc to adminAudit.ts
origin/agent/canary-tomorrow-20260716-run-acceptance-test,1,1,1,100.0,44,docs: add module-level JSDoc to adminAuth.ts
origin/agent/cc-solvency-passport,1,2,2,100.0,24,agent: cc-solvency-passport
origin/agent/cepl-deep-netting-pricing,1,1,1,100.0,43,agent: cepl-deep-netting-pricing
origin/agent/chatgpt-local-reconcile-tomorrow-1959809d4e74-slice-1,1,2,2,100.0,17,agent: chatgpt-local-reconcile-tomorrow-1959809d4e74-slice-1
origin/agent/chatgpt-local-reconcile-tomorrow-1d6cb3ae8666,1,5,5,100.0,15,agent: chatgpt-local-reconcile-tomorrow-1d6cb3ae8666
origin/agent/chatgpt-local-reconcile-tomorrow-1fd5c3ff0bf2,1,4,4,100.0,17,agent: chatgpt-local-reconcile-tomorrow-1fd5c3ff0bf2
origin/agent/chatgpt-local-reconcile-tomorrow-2a509a6cf06c,1,3,3,100.0,15,agent: chatgpt-local-reconcile-tomorrow-2a509a6cf06c
origin/agent/chatgpt-local-reconcile-tomorrow-75872331e5cf,1,2,2,100.0,13,agent: chatgpt-local-reconcile-tomorrow-75872331e5cf
origin/agent/chatgpt-local-reconcile-tomorrow-cda468882594,1,5,5,100.0,15,agent: chatgpt-local-reconcile-tomorrow-cda468882594
origin/agent/chatgpt-local-reconcile-tomorrow-ff4ad2a6347b,1,5,5,100.0,15,agent: chatgpt-local-reconcile-tomorrow-ff4ad2a6347b
origin/agent/clause-pricing-heatmap-design,1,1,1,100.0,46,agent: clause-pricing-heatmap-design
origin/agent/command-bar-ui,1,2,2,100.0,47,feat: conviction command bar UI + /api/command endpoint
origin/agent/cont-cde3bc,1,1,1,100.0,36,agent: cont-cde3bc
origin/agent/copyfix-tomorrow-07170541,1,7,7,100.0,44,agent: copyfix-tomorrow-07170541
origin/agent/curation-layer-land,1,1,1,100.0,55,agent: curation-layer-land
origin/agent/deployfix-vercel-ignore-agent-branches-implement-recover-missing-branch-patch-ve,1,2,2,100.0,24,fix(deploy): ignore agent branches in Vercel builds
origin/agent/deployfix-vercel-ignore-agent-branches-reusematchingprojecthelpers-fix-build-con,1,2,2,100.0,24,agent: deployfix-vercel-ignore-agent-branches-reusematchingprojecthelpers-fix-build-con
origin/agent/dropbox-economic-scheduler-revenue-revenue-focused-slice-4,1,2,2,100.0,24,agent: dropbox-economic-scheduler-revenue-revenue-focused-slice-4
origin/agent/dropbox-orchestrator-intake-backlog-darwin-kernel-rollout-cross-prod-tomorrow-publish-capabilities,1,1,1,100.0,44,agent: dropbox-orchestrator-intake-backlog-darwin-kernel-rollout-cross-prod-tomorrow-publi
origin/agent/dropbox-p0-first-real-user-blockers-audit-confirme-slice-1,1,11,11,100.0,24,agent: dropbox-p0-first-real-user-blockers-audit-confirme-slice-1
origin/agent/dropbox-p0-first-real-user-blockers-audit-confirme-slice-2,1,4,4,100.0,24,agent: dropbox-p0-first-real-user-blockers-audit-confirme-slice-2
origin/agent/dropbox-p0-first-real-user-blockers-audit-confirmed-2026-07-31-file--tomorrow-project-tomorrow,1,2,2,100.0,25,agent: dropbox-p0-first-real-user-blockers T1 — provision SwapOrganization at application 
origin/agent/dropbox-p0-t10-foulkon-hedge-bridge,1,3,3,100.0,24,agent: dropbox-p0-t10-foulkon-hedge-bridge
origin/agent/dropbox-p0-t3-persist-document-uploads,1,3,3,100.0,24,agent: dropbox-p0-t3-persist-document-uploads
origin/agent/dropbox-p0-t6-unify-ioi-stores,1,3,3,100.0,24,agent: dropbox-p0-t6-unify-ioi-stores
origin/agent/dropbox-p0-t8-wire-orphaned-notifiers,1,6,6,100.0,24,agent: dropbox-p0-t8-wire-orphaned-notifiers
origin/agent/dropbox-portfolio-doctrine-shared-services-x-items-slice-1,1,1,1,100.0,23,recovery-intent-stub: dropbox-portfolio-doctrine-shared-services-x-items-slice-1
origin/agent/ext-anti-gaming-v2,1,1,1,100.0,47,"feat: anti-gaming detection — window-dressing, randomized measurement, completeness adjust"
origin/agent/ext-federated-calibration,1,2,2,100.0,46,agent: ext-federated-calibration
origin/agent/ext-streaming-terms,1,3,3,100.0,24,agent: ext-streaming-terms
origin/agent/focused-conflicted-tomorrow-rescue-refs-106,1,3,3,100.0,15,agent: focused-conflicted-tomorrow-rescue-refs-106
origin/agent/hive-ops-dashboards-diffusion-forecasts-and-coverage-radar-p,1,1,1,100.0,45,"feat: ops-hive-dashboard — all 6 panels (candidates, autonomy, exposures, diffusion, cover"
origin/agent/legal-identity-docs,1,5,5,100.0,45,agent: legal-identity-docs — add 4 identity docs + contingentIdentity.ts cross-ref
origin/agent/merge-legacy-agent-mesh-of-rings,1,2,2,100.0,47,Merge remote-tracking branch 'origin/agent/mesh-of-rings' into agent/merge-legacy-agent-me
origin/agent/merge-legacy-agent-qafix-tomorrow-07062319-slice-2-slice-3-implement-core-branch-recovery-log,1,12,12,100.0,47,agent: merge-legacy-agent-qafix-tomorrow-07062319-slice-2-slice-3-implement-core-branch-re
origin/agent/merge-legacy-agent-qafix-tomorrow-07062319-slice-2-slice-4-implement-merged-diff-library-core,1,13,13,100.0,47,agent: merge-legacy-agent-qafix-tomorrow-07062319-slice-2-slice-4-implement-merged-diff-li
origin/agent/merge-legacy-agent-qafix-tomorrow-07062319-slice-2-slice-4-setup-development-and-test-environ,1,1,1,100.0,45,Merge remote-tracking branch 'origin/agent/qafix-tomorrow-07062319-slice-2-slice-4-setup-d
origin/agent/merge-legacy-agent-warranty-constitution-gate,1,6,6,100.0,45,agent: warranty-constitution-gate
origin/agent/perpetual-compliance-hedge-instrument-fix-ts-errors-and-run-tests,1,2,2,100.0,23,agent: perpetual-compliance-hedge-instrument-fix-ts-errors-and-run-tests
origin/agent/perpetual-compliance-hedge-instrument-fix-ts-errors-and-run-tests-inspect-and-re,1,4,4,100.0,17,agent: perpetual-compliance-hedge-instrument-fix-ts-errors-and-run-tests-inspect-and-re
origin/agent/perpetual-contracts-spec,1,1,1,100.0,46,agent: perpetual-contracts-spec
origin/agent/persist-target-exposure,1,1,1,100.0,24,fix(target-exposure): make the suite collect and align factor assertions — import vitest g
origin/agent/position-outcome-endpoint-split-the-build-task-int-slice-1,1,2,2,100.0,46,feat: position outcome computation (sub-task 1/5)
origin/agent/proof-backed-captive-structuring-v2,1,1,1,100.0,47,feat: proof-backed captive structuring — sizeCaptive() with tests
origin/agent/qafix-patch-analysis-v3,1,1,1,100.0,47,docs: patch_analysis.md documenting beethoven patch intent and target files (attempt 3)
origin/agent/qafix-tomorrow-07062319-slice-1-slice-4,1,1,1,100.0,53,agent: qafix-tomorrow-07062319-slice-1-slice-4
origin/agent/qafix-tomorrow-07062319-slice-2-slice-1-split-the-patch-transplant-task-into-2-3,1,4,4,100.0,51,agent: qafix-tomorrow-07062319-slice-2-slice-1-split-the-patch-transplant-task-into-2-3
origin/agent/qafix-tomorrow-07062319-slice-2-slice-3-scaffold-branch-recovery-components-reus,1,3,3,100.0,46,agent: qafix-tomorrow-07062319-slice-2-slice-3-scaffold-branch-recovery-components-reus
origin/agent/qafix-tomorrow-07062319-slice-2-slice-3-split-large-patch-transplant-task-into-s,1,4,4,100.0,51,agent: qafix-tomorrow-07062319-slice-2-slice-3-split-large-patch-transplant-task-into-s
origin/agent/qafix-tomorrow-07062319-slice-2-slice-4,1,2,2,100.0,52,fix(tests): mock networkOptimizers.detectRegime to prevent DB timeout in regime tests
origin/agent/qafix-tomorrow-07062319-slice-4-slice-1,1,1,1,100.0,54,agent: qafix-tomorrow-07062319-slice-4-slice-1
origin/agent/qafix-tomorrow-07062319-slice-4-slice-2,1,7,7,100.0,53,agent: qafix-tomorrow-07062319-slice-4-slice-2
origin/agent/qafix-tomorrow-07062319-slice-4-slice-2-split-the-patch-transplant-task-into-sma,1,1,1,100.0,37,agent: qafix-tomorrow-07062319-slice-4-slice-2-split-the-patch-transplant-task-into-sma
origin/agent/qafix-tomorrow-07062319-slice-4-slice-2-transplant-core-patch-logic,1,2,2,100.0,51,feat(coordination): add decideCoordinationTaskStall pure helper with tests
origin/agent/qafix-tomorrow-07062319-slice-4-slice-3,1,1,1,100.0,54,agent: qafix-tomorrow-07062319-slice-4-slice-3
origin/agent/qafix-tomorrow-07062319-slice-4-slice-4-adapt-core-branch-recovery-logic,1,4,4,100.0,51,agent: qafix-tomorrow-07062319-slice-4-slice-4-adapt-core-branch-recovery-logic
origin/agent/qafix-tomorrow-07062319-slice-4-slice-4-analyze-source-patch-and-map-target,1,4,4,100.0,51,agent: qafix-tomorrow-07062319-slice-4-slice-4-analyze-source-patch-and-map-target
origin/agent/qafix-tomorrow-07062319-slice-4-slice-4-analyze-source-patch-locateexistingowner,1,1,1,100.0,45,docs: task stub qafix-tomorrow-07062319-slice-4-slice-4-
origin/agent/qafix-tomorrow-07062319-slice-4-slice-4-finalize-and-verify-adaptation,1,3,3,100.0,51,refactor(coordination): extract pure claim-decision logic to taskClaimDecision module
origin/agent/qafix-tomorrow-07062319-slice-4-slice-4-identify-target-context-reuse-helpers,1,1,1,100.0,45,docs: task stub qafix-tomorrow-07062319-slice-4-slice-4-
origin/agent/qafix-tomorrow-07062319-slice-4-slice-4-recovered,1,1,1,100.0,47,recover: stashed executor work for agent/qafix-tomorrow-07062319-slice-4-slice-4
origin/agent/qafix-tomorrow-07062319-slice-4-slice-4-verify-and-test-patch,1,4,4,100.0,51,agent: qafix-tomorrow-07062319-slice-4-slice-4-verify-and-test-patch
origin/agent/qafix-tomorrow-07062319-slice-4-slice-4-verify-branch-recovery-new-test-analyze-,1,1,1,100.0,26,recovery-intent-stub: qafix-tomorrow-07062319-slice-4-slice-4-verify-branch-recovery-new-t
origin/agent/qafix-tomorrow-07062319-slice-5,1,1,1,100.0,54,agent: qafix-tomorrow-07062319-slice-5
origin/agent/qafix-tomorrow-07251452,1,1,1,100.0,36,agent: qafix-tomorrow-07251452
